budget,genres,original_language,runtime,vote_average,director,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Movie,Music,Mystery,Romance,Science,TV,Thriller,War,Western,succes_commercial
90000000,Adventure Family Fantasy,en,95.0,6.3,Mark Waters,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2000000,Comedy,en,108.0,6.7,Adrienne Shelly,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
25000000,Drama,en,107.0,7.0,Catherine Hardwicke,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1000000,Horror,en,94.0,6.9,Clive Barker,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
30000000,Comedy,en,124.0,5.7,Nicholas Stoller,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6400000,Action Thriller Science Fiction,en,108.0,7.3,James Cameron,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
10000000,Horror Thriller,en,95.0,4.8,Jason Zada,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
65000000,Comedy Drama,en,143.0,6.1,Mike Nichols,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16000000,Comedy Crime Mystery,en,96.0,5.4,Nick Gomez,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
70000000,Action Adventure Thriller,en,91.0,4.3,Wych Kaosayananda,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,Comedy Family,en,94.0,7.4,Bob Clark,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1500000,Horror Mystery Science Fiction,en,93.0,6.6,Bruce McDonald,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,0
300000,Drama,en,73.0,6.3,Kelly Reichardt,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,Drama,sv,91.0,7.8,Ingmar Bergman,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
50000,Documentary,en,111.0,8.3,Jem Cohen,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
62000000,Comedy Romance,en,87.0,4.3,Marco Schnabel,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
2000000,Horror Action Science Fiction,en,95.0,5.4,George A. Romero,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
2000000,Drama Music Romance,en,106.0,4.8,Henry King,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1
10000000,Action Horror Thriller,en,94.0,5.1,David Hackl,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
75000000,Action Thriller Crime,en,110.0,6.4,Timur Bekmambetov,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
30000000,Comedy Drama Family Fantasy,en,99.0,5.7,John Schultz,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
65000000,Comedy,en,83.0,5.9,Larry Charles,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
45000000,Action Adventure Crime Thriller,en,89.0,5.9,Roger Michell,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
80000000,Action Thriller Crime,en,117.0,5.8,Clark Johnson,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
52000000,Comedy Romance,en,108.0,6.4,Phyllida Lloyd,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
70000000,Comedy Fantasy Science Fiction,en,106.0,6.1,Tim Burton,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
40000000,Action Drama Thriller War,en,121.0,7.4,Peter Berg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1
60000000,Family Animation Adventure,en,86.0,6.6,Tim Johnson,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18000000,Drama,en,125.0,7.2,Irwin Winkler,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17000000,Thriller Romance,en,120.0,6.1,Andrea Di Stefano,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
60000000,Action Science Fiction Fantasy Thriller Horror,en,87.0,5.4,Scott Stewart,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,1
26000000,Romance Drama,en,136.0,6.9,Todd Field,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
35000000,Horror Comedy,en,97.0,5.1,Wes Craven,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
6500000,Drama,en,120.0,7.6,Spike Lee,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5600000,Thriller Horror,es,85.0,6.4,Jaume Balaguer\u00f3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
10000000,Drama,en,126.0,7.9,Gus Van Sant,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Comedy Horror Science Fiction,en,90.0,6.5,Larry Blamire,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
40000000,Comedy,en,109.0,5.9,Nicholas Stoller,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
500000,Horror Thriller Crime,en,95.0,6.0,Ben Wheatley,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
6000000,Drama Romance,en,97.0,5.9,Joey Lauren Adams,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,Documentary Action Adventure,en,106.0,7.6,Kevin Macdonald,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
50000000,Action Thriller Adventure Crime,en,110.0,5.8,John Stockwell,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
20000000,Comedy Drama,en,115.0,6.7,Alexander Payne,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
60000000,Action Crime Drama Thriller,en,111.0,6.0,Harold Becker,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
3800000,Drama Comedy Romance,en,95.0,6.0,Dagur K\u00e1ri,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
34000000,Family Fantasy Animation Adventure,en,85.0,6.3,Ben Stassen,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18000000,Action Adventure Crime Drama Family,en,109.0,6.7,Barry Levinson,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
80000000,Thriller Crime Drama,en,117.0,7.3,Sam Mendes,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
40000000,Comedy Music Romance,en,96.0,6.2,Marc Lawrence,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1
0,Drama,en,86.0,5.0,"Daniel Petrie, Jr.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Animation Family Comedy Adventure,en,91.0,6.5,Carlos Saldanha,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6500000,Horror Mystery Thriller,en,105.0,6.8,Brian De Palma,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
7000000,Comedy Crime Drama,en,91.0,6.8,Wes Anderson,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,Action Drama Thriller,en,104.0,5.9,Andrew Niccol,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
11000000,Drama History,en,124.0,5.9,Martin Ritt,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
40000000,Action Comedy Thriller,en,89.0,5.9,Danny DeVito,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
6500000,Action Crime Drama Thriller,en,105.0,6.8,Joe Carnahan,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
10000000,Action Adventure Comedy,en,90.0,5.1,Jorma Taccone,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
68000000,Comedy,en,115.0,6.2,Seth MacFarlane,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
35000000,Drama Adventure Science Fiction Romance,en,96.0,6.8,Darren Aronofsky,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0
27220000,Thriller Crime,en,105.0,6.1,Scott Walker,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
45000000,Action Crime Drama Thriller,en,122.0,7.3,Antoine Fuqua,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
1377800,Family Adventure Comedy Science Fiction Crime,en,105.0,6.1,Leslie H. Martinson,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
12000000,Comedy Drama War,en,117.0,5.8,Franco Zeffirelli,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,Thriller Drama,en,90.0,0.0,Jaco Booyens,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
750000,Horror Thriller,en,102.0,5.4,Ti West,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
22000000,Comedy Drama Romance,en,98.0,5.8,Woody Allen,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
55000000,Comedy Family,en,94.0,5.7,Mark Waters,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
15000000,Action Comedy Drama History,en,99.0,6.1,Stefan Ruzowitzky,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
0,Action Adventure Drama History War,ko,140.0,7.4,Kang Je-gyu,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
7000000,Crime Drama Thriller,en,109.0,7.2,David Ayer,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
50000000,Crime Drama Thriller,en,121.0,6.4,Clint Eastwood,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0,Drama Romance,en,114.0,5.9,Laurence Dunmore,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
8500000,Comedy,en,96.0,5.6,David E. Talbert,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
70000000,Drama War,en,125.0,5.9,Gregory Hoblit,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,Drama Romance,en,108.0,5.9,David Gordon Green,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,Drama Family,en,105.0,7.0,Shona Auerbach,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
250000,Thriller Drama,en,99.0,4.1,Paul Schrader,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
52000000,Comedy,en,112.0,5.9,David Dobkin,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5000000,Drama Fantasy,en,99.0,7.0,Peter Jackson,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18000000,Action Adventure Romance Western,en,98.0,3.7,William A. Fraker,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
9500000,Horror Science Fiction,en,87.0,4.9,Valeri Milev,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
10000000,Drama Romance,en,140.0,6.4,Terence Davies,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
40000000,Action Science Fiction Thriller,en,102.0,6.1,Gary Fleder,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
22000000,Drama,en,105.0,5.2,John Curran,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,Science Fiction Action Comedy Horror,en,82.0,6.3,Lloyd Kaufman,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
3300000,Drama Crime,pt,130.0,8.1,Fernando Meirelles,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
68000000,War,en,131.0,7.2,Jean-Jacques Annaud,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
60000000,Action Crime Drama Thriller,en,101.0,5.9,Jon Avnet,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
18000000,Comedy Drama,en,98.0,7.0,Woody Allen,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
17000000,Action Drama,en,90.0,4.5,John Stockwell,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10000000,Crime Drama Mystery Thriller,en,110.0,7.1,David Mamet,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
0,Crime Drama Music,en,121.0,5.1,Bryan Barber,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
2000000,Action Drama,ja,207.0,8.2,Akira Kurosawa,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
25000000,Comedy Drama,fr,154.0,7.1,Guillaume Canet,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
130000000,Adventure Fantasy Family,en,141.0,7.7,Alfonso Cuar\u00f3n,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
60000000,Adventure,en,107.0,5.9,Tony Scott,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
11000000,Comedy Drama Music,fr,105.0,7.0,Eric Lartigau,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
56000000,Thriller Crime Drama,en,109.0,5.7,Allen Hughes,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
31000000,Comedy,en,99.0,6.2,John Francis Daley,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Drama Thriller,en,105.0,5.4,Bille Woodruff,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
20000000,Drama,en,124.0,7.1,Mike Binder,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
20000000,Comedy,en,113.0,7.0,Greg Mottola,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
80000000,Horror Thriller Fantasy Mystery,en,113.0,5.2,Jan de Bont,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1
19000000,Horror Thriller Drama,en,90.0,6.0,Andrew Douglas,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
40000000,Adventure Drama Romance,en,107.0,6.6,Ken Kwapis,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
134005,Drama History,en,104.0,5.3,Wayne Wang,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
0,Action Drama Thriller,en,115.0,5.2,Jerry Jameson,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
178000000,Action Science Fiction,en,113.0,7.6,Doug Liman,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
30000000,Adventure Fantasy Mystery,en,123.0,6.3,Terry Gilliam,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
0,Comedy Drama,en,101.0,7.1,Shari Springer Berman,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Drama Family Fantasy,en,88.0,6.4,Walter Lang,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
17900000,Adventure Fantasy Action,en,89.0,5.0,Richard Fleischer,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
116000000,Action Adventure Thriller,en,108.0,5.7,Roger Donaldson,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
14000000,Thriller,en,119.0,6.0,Rodrigo Cort\u00e9s,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
35000000,Romance Comedy,en,109.0,6.5,Will Gluck,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,Comedy Romance,zh,114.0,4.3,Dennie Gordon,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,Comedy,en,87.0,5.9,Miguel Arteta,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10000000,Comedy,en,97.0,4.4,Tom Brady,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,Drama Romance,he,114.0,7.6,Eytan Fox,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
38000000,Comedy,en,99.0,5.5,John Pasquin,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5000000,Thriller Drama,en,120.0,7.1,Jeff Nichols,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
950000,Horror Thriller,en,87.0,5.7,Blair Erickson,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
3000000,Action Drama Thriller,en,85.0,5.2,M\u00e1rcio Garcia,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
43000000,Action Comedy Crime,en,117.0,6.5,Paul Feig,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
27000000,Drama,en,110.0,3.0,Fr\u00e9d\u00e9ric Auburtin,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
56000000,Drama History War,en,214.0,6.1,Ronald F. Maxwell,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
132000000,Adventure Thriller Science Fiction,en,116.0,6.2,Steven Spielberg,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
20000000,Drama Music,en,125.0,6.3,Irwin Winkler,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,Crime Thriller,cn,92.0,5.8,David Lam,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
40000000,Comedy Drama Romance,en,103.0,5.7,Stephen Herek,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
45000000,Comedy Fantasy Science Fiction,en,117.0,5.5,Harold Ramis,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0
0,Comedy Romance,en,118.0,4.4,Becky Smith,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
1300000,Crime Drama,en,114.0,8.0,Martin Scorsese,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5000000,Drama Family Foreign,en,86.0,6.1,Peter Cattaneo,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
0,Drama Family,en,199.0,8.2,Kevin Sullivan,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
10000000,Drama Horror Thriller,en,97.0,6.2,Leigh Whannell,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
500000,Drama,en,122.0,7.0,Alex Kendrick,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
50000000,Action Comedy,en,107.0,6.2,Rawson Marshall Thurber,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Music Comedy Drama,en,120.0,6.2,Ang Lee,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
27000000,Thriller Science Fiction Action Crime,en,99.0,5.5,Peter Hyams,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
16000000,Drama,en,113.0,6.7,Susanne Bier,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
27000000,Action Crime Drama History Thriller,de,150.0,7.1,Uli Edel,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
9000000,Documentary,en,123.0,7.3,Michael Moore,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Comedy,en,91.0,5.4,Kent Alterman,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,Drama Thriller,en,91.0,5.5,Christopher Bessette,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
34000000,Action Adventure Thriller Science Fiction,en,126.0,5.9,Lewis Gilbert,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
35000000,Comedy Drama,en,111.0,6.9,Curtis Hanson,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10000000,Music Drama,en,91.0,4.3,Robert Adetuyi,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
4000000,Comedy Drama,en,119.0,6.2,Sam Levinson,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1200000,Horror Mystery Crime,en,103.0,7.2,James Wan,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
3000000,Drama Romance,en,117.0,6.9,James Ivory,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
70000000,War Drama History Action,en,118.0,5.8,George Clooney,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
5000000,Comedy Drama Crime,en,98.0,5.9,Fenton Bailey,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3000000,Crime Comedy Romance,en,109.0,7.0,Stefan Schwartz,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
32000000,Drama,en,121.0,6.6,Martin Scorsese,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,Drama Foreign History,hi,136.0,6.0,Feroz Abbas Khan,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1
57000000,Music Drama Comedy,en,105.0,6.0,Stephen Herek,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
8000000,Drama,en,104.0,7.0,Bruce Beresford,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
25000000,Action History War,en,112.0,4.3,Sergei Bodrov Jr.,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
5000000,Crime Drama Mystery Thriller,en,104.0,6.2,James Cox,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
26000000,Action Fantasy Science Fiction,en,99.0,4.5,Andrew Morahan,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
160000,Documentary History,en,91.0,7.4,Michael Moore,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
11000000,Horror Mystery,en,90.0,6.0,Kevin Greutert,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
60000,Horror Mystery,en,81.0,6.3,Daniel Myrick,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
